Key,Value
4052,"Old %fn's Farm[/record] The %ln Farmstead[/record] The %ln Farmstead[/record] The %ln Farmstead[/record] The %ln Farmstead[/record] The %ln Plantation[/record] %ln Grange[/record] %ln Orchard[/record] The %ln Homestead[/end]"
4053,"The Stronghold of %ln[/record] %ln 성[/record] %ln 성[/record] The Fortress of %ln[/record] The Hold of %ln[/record] %ln's Hold[/record] The Citadel of %ln[/record] Tower %ln[/record] %ln Tower[/record] The Tower of %ln[/record] %ln's Guard[/record] %ln 회관[/end]"
4054,"%ln 저택[/record] %ln 저택[/record] %ln 저택[/record] %ln 저택[/record] %ln 회관[/record] %ln 대저택[/record] %ln 궁전[/record] %ln 회관[/record] %ln 저택[/end]"
4055,"The Order of Arkay[/end]"
4056,"The Resolution of Zenithar[/end]"
4057,"The Benevolence of Mara[/end]"
4058,"The Akatosh Chantry[/end]"
4059,"The House of Dibella[/end]"
4060,"The School of Julianos[/end]"
4061,"The Temple of Stendarr[/end]"
4062,"The Temple of Kynareth[/end]"
4063,"The Old %ln Hovel[/record] Old %fn's Hovel[/record] The Old %ln Shack[/record] Old %fn's Shack[/record] The %ln Cabin[/record] The Old %ln Place[/record] Old %fn's Place[/record] The Old %ln Hut[/end]"
4075,"Bleeding[/record] Eternal[/record] Infinite[/record] Burning[/record] Fearful[/record] Joyous[/record] Perpetual[/record] Sacred[/record] Holy[/record] Inner[/record] Blessed[/record] Gentle[/record] Wailing[/record] Singing[/record] Weeping[/record] Silent[/record] Laughing[/end]"
4076,"Soul[/record] Ascension[/record] Altar[/record] Rebirth[/record] Relic[/record] Star[/record] Light[/record] Redeemer[/record] Sunrise[/record] Prophet[/record] Oracle[/record] Tree[/record] Seer[/record] Martyr[/record] Omen[/record] Idol[/record] Sanctuary[/end]"
4077,"아케이[/end]"
4078,"제니타르[/end]"
4079,"마라[/end]"
4080,"아카토쉬[/end]"
4081,"디벨라[/end]"
4082,"줄리아노스[/end]"
4083,"스텐다르[/end]"
4084,"키나레스[/end]"
4116,"당신의 가장 어린시절 기억은 따스하고 특이한 집이었다.[/left] 아름다운 마법사인 어머니는 몇시간이고 당신을 여러 재주로[/left] 즐겁게 놀아주었고 그중 가장 좋아했던 것은[/left] %q1[/left] 아버지는 무서운 남자였다. 마을의 많은 이들이 아버지를 가르켜[/left] ""그 요술사""라고 불렀지만, 당신에겐 따뜻하고 자상한 아버지였다.[/left] [/left] 성장하면서, 당신에게는 특별히 강한 마법적인 힘이 있는게 확실해졌다.[/left] 곧 %q1a[/left] 당신은 부모가 악한 배틀메이지 제이거 탄에 대해 이야기 하는 것을[/left] 기억하고 있다. 제이거 탄이 정당한 권력자에게서 권력을 빼앗았으며[/left] 아무도 그에게 대항할 수 없는데,[/left] %q2[/left] 당신이 20살이 된 어느날, 배달부가 집에 와서 한 강력한 영웅이[/left] 제이거 탄을 죽이고 황좌를 정당한 주인인 황제께 돌려드렸다는[/left] 소식을 알려주었다. 소식을 들은 그 무뚝뚝한 아버지가 기쁨에[/left] 거의 눈물을 흘릴뻔한 것을 보았다.[/left] [/left] 또한 배달부는 임페리얼 시티에서 큰 축전이 있을 것이며[/left] 탄을 처단하기 위해 비밀리에 노력한 모두가 초대 되었다는 소식도[/left] 알려주었다. 배달부가 떠난후 당신은 부모님께 축제에 가도 되냐고[/left] 물어보았고, 어머니와 아버지는 걱정스럽게 당신을 보며 가족 셋[/left] 모두가 여행을 가기엔 금화가 부족하다고 설명해 주었다.[/left] 시무룩해진채, 당신은 실망감을 감추려고 했다.[/left] 그러나 아버지가 다가와 네 스스로 세상으로 나아가볼 때가 되었다며,[/left] %q4 그리고 특이한 지팡이를 주었다.[/left] 그 후 임페리얼 시티에서 열릴 축하 행사로 여행을 떠나게 했다.[/left] [/left] 며칠 간의 여행을 거쳐, 수도인 임페리얼 시티에 거의 도달할 수 있었다.[/left] 약간 앞에 있던 작은 무리의 여행자들을 발견하고, 인사를 건네려고 하는 때[/left] 여행자들이 길옆의 숲에서 엎드려 있던 도적들의 공격을 받았다.[/left] 당신은 여행자들을 도우려고 급히 달려나갔다. 가까이 다가가자 도적 중[/left] 하나가 소검을 쥐어 들고 당신을 향해 내리쳤다. 채 의식하기도 전에[/left] 반사적으로 들고 있던 아버지가 주신 지팡이를 들어 검을 막았다.[/left] 소검과 지팡이가 닿는 순간 강력한 전기의 빛이 지팡이에서 뿜어져 나왔고[/left] 두 무기가 깨져버렸다. 도적들과 여행자들 모두가 멈춰 당신을 쳐다보았다.[/left] 천둥소리가 가라앉자, 도적들은 숲으로 도망쳤다.[/left] 당신은 구해준 것을 고마워 하는 여행자들에게 둘러싸였다.[/left] 그들은 황가의 일원으로 주변국을 방문했다가 축하행사에 참여하기 위해[/left] 임페리얼 시티로 돌아가는 중이며, 반드시 자신들과 같이 궁전에 가서[/left] 황제를 알현해야 한다고 했다.[/left] [/left] 황제는 당신의 용기에 깊이 감명받았으며, 당신의 가족이 제국에[/left] 충직한 지지자임을 알게됬다. 황제는 당신에게 %q5 하사했다.[/left] 축하 행사는 몇 주간 계속되었고, 황제는 종종 비공식적으로 당신을 불러[/left] 대화를 나누었고, 당신은 황제를 알현하지 않을 때는,[/left] %q2a 시간을 보냈다.[/left] 어느 밤 황제에게 호출을 받았다. 밤을 고려할 때 심상치 않은 일임을[/left] 알 수 있었다. 황제는 서재에서 당신을 맞으며 부탁할 것이 있다고 했다.[/left][/end]"
4117,"집에서 살던 가장 오래된 기억은 끝없이 떠들썩한 집이었다,[/left] 손님들이 계속 도착하고 다시 떠났으며, 어머니, 아버지와는 서로 따로 보내며[/left] 오랜 시간 어디론가 떠나있곤 했다. 자라면서 당신의 어머니는 실력이 뛰어난[/left] 용병 집단의 일원이었고, 초기에는 무기 다루는 법을 가르치는 훈련관으로[/left] 나중엔 전투 전략 전문가가 된 것을 알게 되었다. 아버지의 관심사는[/left] 전혀 달랐는데, 지역 메이지 길드에서 명망높은 인사였으며, 다양한[/left] 마법의 전문가였다. 아버지는 당신을 아래에 두고 가르치기 시작했고[/left] 곧 %q1[/left] [/left] 당신은 부모가 악한 배틀메이지 제이거 탄에 대해 이야기 하는 것을[/left] 기억하고 있다. 제이거 탄이 정당한 권력자에게서 권력을 빼앗았으며[/left] 아무도 그에게 대항할 수 없는데,[/left] %q2[/left] 당신이 20살이 된 어느날, 한 손님이 집에 와서 한 강대한 영웅이[/left] 제이거 탄을 죽이고 황좌를 정당한 주인인 황제께 돌려드렸다는[/left] 소식을 알려주었다.[/left] [/left] 집에 오던 손님들은 임페리얼 시티에서 큰 축하행사가 있을 것이라고[/left] 전해주었다. 배달부가 떠난후, 당신은 부모님께 축전에 가도 되는지를[/left] 물어보았다. 어머니와 아버지는 한동안 고심히 논의를 했고, 네 스스로 세상으로[/left] 나아갈 때가 되었다고 했다. 당신에게 어머니는 %q4[/left] 그리고 아버지는 특이한 지팡이를 쥐어줬고, 임페리얼 시티의 축하행사로[/left] 출발하라고 했다.[/left] [/left] 며칠 간의 여행 이후, 수도인 임페리얼 시티에 거의 다 도착하게 되었다. 조금 앞에 한 무리의 여행자들이 있는 것을 보았다. 여행자들과 만나자마자, 길옆의 숲에서 엎드려 있던 도적들의 공격을 받았다. 도적 중[/left] 하나가 소검을 쥐어 들고 당신을 향해 내리쳤다. 채 의식하기도 전에[/left] 반사적으로 들고 있던 아버지가 주신 지팡이를 들어 검을 막았다.[/left] 소검과 지팡이가 닿는 순간 강력한 전기의 빛이 지팡이에서 뿜어져 나왔고[/left] 두 무기가 깨져버렸다. 도적들과 여행자들 모두가 멈춰 당신을 쳐다보았다.[/left] 천둥소리가 가라앉자, 도적들은 숲으로 도망쳤다.[/left] 당신은 구해준 것을 고마워 하는 여행자들에게 둘러싸였다.[/left] 여행자들은 황가의 일원으로 주변국을 방문했다가 축하행사에 참여하기 위해[/left] 임페리얼 시티로 돌아가는 중이며, 반드시 자신들과 같이 궁전에 가서[/left] 황제를 알현해야 한다고 했다.[/left] [/left] 황제는 당신의 용기에 깊이 감명받았고, 황가의 일원을 구해준 것에 대해 고마움을 표했다. 황제는 당신을 축제행사에 정식으로 초대하면서 %q5 하사했다.[/left] 축하 행사는 몇 주간 계속되었고, 황제는 종종 비공식적으로 당신을 불러[/left] 대화를 나누었고, 당신은 황제를 알현하지 않을 때는,[/left] %q2a 시간을 보냈다.[/left] 어느 밤 황제에게 호출을 받았다. 밤을 고려할 때 심상치 않은 일임을[/left] 알 수 있었다. 황제는 서재에서 당신을 맞으며 부탁할 것이 있다고 했다.[/left][/end]"
4118,"당신의 어린 시절은 섬세함이라고는 거의 없었다. 어머니는 아름다운 만큼 가차 없는 사람이었고, 만족하지 못하면 혹독한 분노를 보이곤 했다. 아버지 역시 비슷하게 흉포한 사람이었다. 당신은 부모에게서 매지카 그 자체의 순수한 힘을 다루고 사용하는 많은 방법을 배웠다. 이 파괴적인 에너지는 쓰지 않을 수 없는 것이며 어떻게 써야 할지 만이 문제인 것이였다. 종종 새로운 것을 알려고 다른 학파의 마법인 %q1 에 관해 배우기도 했지만, 파괴마법이 당신의 주특기였다. 부모가 제국 배틀메이지 제이거 탄에 대해 이야기 한 것을 기억하고 있다, 그는 황제의 황좌를 빼앗았으며, 누구도 그에게 거스르지 못했다. 그들 자신이 배틀메이지 였기 때문이었을까, 양친 모두 탄의 성공을 시샘했다. %q2. 당신이 20세가 된 어느 날, 한 손님이 집에 찾아와 어느 강대한 영웅이 제이거 탄을 처치하고, 쫓겨났었던 황제를 되찾았다는 소식을 전해주었다. 황좌가 제자리를 찾았다는 소식을 들은 양친은 약간의 실망감을 드러낼 뿐이었다. 또한 그 방문자는 임페리얼 시티에서 아주 큰 축하 행사가 있을 것이라는 소식도 전했다. 그가 떠난 후, 당신은 부모님께 축하연에 가도 될지를 물었다. 어머니와 아버지는 한동안 깊이 이야기를 했고, 네가 세상으로 나가볼 때가 되었다고 했다. 당신에게 어머니는 %q4 아버지는 아주 특이한 지팡이를 주었다, 임페리얼 시티의 축하 행사로 출발하라고 했다. 며칠 간의 여행 이후, 수도인 임페리얼 시티에 거의 다 도착하게 되었다. 조금 앞에 한 무리의 여행자들이 있는 것을 보았다. 여행자들과 만나자마자, 길옆의 숲에서 엎드려 있던 도적들의 공격을 받았다. 도적 중 하나가 소검을 쥐어 들고 당신을 향해 내리쳤다. 채 의식하기도 전에 반사적으로 들고 있던 아버지가 주신 지팡이를 들어 검을 막았다. 소검과 지팡이가 닿는 순간 강력한 전기의 빛이 지팡이에서 뿜어져 나왔고 깨져버렸다. 도적들과 여행자들 모두가 멈춰 당신을 쳐다보았다. 천둥소리가 가라앉자, 도적들은 숲으로 도망쳤다. 당신은 구해준 것을 고마워 하는 여행자들에게 둘러싸였다. 여행자들은 황가의 일원으로 주변국을 방문했다가 축하 행사에 참여하기 위해 임페리얼 시티로 돌아가는 중이며, 반드시 자신들과 같이 궁전에 가서 황제를 알현해야 한다고 했다. 황제는 당신의 용기에 깊이 감명받았고, 황가의 일원을 구해준 것에 대해 고마움을 표했다. 황제는 당신을 축제 행사에 정식으로 초대하면서 %q5 하사했다. 축하 행사는 몇 주간 계속되었고, 황제는 종종 비공식적으로 당신을 불러 대화를 나누었고, 당신은 황제를 알현하지 않을 때는, %q2a 시간을 보냈다. 어느 밤 황제에게 호출을 받았다. 밤을 고려할 때 심상치 않은 일임을 알 수 있었다. 황제는 서재에서 당신을 맞으며 부탁할 것이 있다고 했다.[/left][/end]"
4119,"당신의 부모는 서로 조화롭게 어울리는 사람으로, 둘 다 소서러이자 교육자였다. 어머니는 %q1 교육에 세심한 노력을 기울였으나, 아버지는 좀 더 극적인 방법을 사용했다. 능력이 더 성장하자 어머니는 당신에게 주문을 가르쳤고, 아버지는 세상에 퍼져있는 매지카를 끌어모아 그 힘을 사용해 주문을 구사하는 방법을 보여줬다. 아버지가 말하길, 우리들은 스스로 몸에서 매지카를 재생하지 못한다고 했다. 아버지가 방안에 들어오며 당신에게 번개 주문을 쓰는 일이 예사였다. 무섭긴 했지만, 매지카가 차오르는 좋은 고양감을 느꼈다. 성장하면서 당신의 마법적 능력은 뛰어난 것이 명확해졌다. 곧 자신을 %q1a. 당신은 사악한 배틀메이지 제이거 탄에 대해 양친이 대화를 나눈 것을 기억하고 있다. 그는 황좌를 황제에게서 찬탈했으며, 누구도 그에게 대항하지 못했다. %q2. 20세가 된 어느 날, 배달부가 와서 한 강력한 영웅이 제이거 탄을 죽이고 황좌를 합당한 주인인 황제께 돌려드렸다는 소식을 전했다. 그 완고하던 당신의 아버지 조차 기쁨에 거의 눈물을 흘릴뻔 했다. 배달부는 임페리얼 시티에서 거대한 축하행사가 있을 것이라는 소식도 알려줬다. 탄을 처단하기 위해 비밀리에 노력한 자들도 초대 되었다고 했다. 배달부가 떠난 후 당신은 부모님께 참석하러 가도 되는지를 물었고 어머니와 아버지는 걱정스럽게 바라보며 우리 셋이 같이 가기에는 금화가 부족하다 말해주었다. 실망했지만, 당신은 실망감을 감추려 했다. 그러나 아버지가 당신쪽으로 몸을 돌려 네가 세상으로 발을 내딪을때가 되었다고 말했다. 아버지는 %q4 와 아주 특이한 지팡이를 주며 임페리얼 시티로 행사 참석을 위해 여행을 보냈다. 수일간의 여행을 거쳐서, 수도인 임페리얼 시티에 가까워질 수 있었다. 당신은 약간 앞에 여행자들이 있는 것을 알았다. 인사를 건네려고 하려는 참에 길옆의 숲에서 엎드려 있던 도적들이 그들을 공격했다. 도와줄 생각으로 뛰어가자 마법사가 확실해 보이는 도적 하나가 지팡이를 들어 당신을 향해 주문을 시전했다. 파이어볼트에 맞자 귀가 먹먹했지만, 매지카는 몸에 흡수되었고 당신은 강력한 쇼크 마법을 시전했다. 전기가 도적 마법사에게 맞자, 마법사는 불기둥에 휩싸여 한줌의 재로 변했다. 도적들과 여행자들 모두가 멈춰 당신을 쳐다보았다. 천둥소리가 가라앉자, 도적들은 숲으로 도망쳤다. 여행자들은 당신에게 감사를 표하며 황가의 일원이며 축하연에 참여하기 위해 임페리얼 시티로 돌아가고 있었다고 소개했다. 그리고 황제를 꼭 만나뵈야 한다고 말했다. 황제는 용기에 감명 받았고, 당신의 가족이 황제에 충실한 지지자임을 알게 되었다. 황제에게 %q5 하사 받았다. 축하 행사는 몇 주간 계속되었고 황제는 종종 비공식적으로 당신을 불러 대화를 나누었고, 당신은 황제를 알현하지 않을 때는,%q3. 어느 밤 황제에게 호출을 받았다. 밤을 고려할 때 심상치 않은 일임을 알 수 있었다. 황제는 서재에서 당신을 맞으며 부탁할 것이 있다고 했다.[/left][/end]"
4120,"당신의 아버지는 %hpw 의 %hpn 에 있는 아주 작은 마을의 치료사였다. 어머니에 대해선 거의 기억나지 않지만, 아름답고, 당신에게 마법을 가르쳐준 친절한 어머니였다. 어머니는 몇가지 기술로 당신과 놀아주었고, 가장 좋아했던 것은 %q1 였다. 어머니는 아버지의 치료 노력에도 전염병에 깊이 시달리다 죽고 말았다. 어머니는 당신에게 치료마법을 배웠으면 좋겠다고 했고, 당신은 아버지를 뛰어넘도록 하겠다고 약속했다. 성장하면서 당신의 마법적 능력은 뛰어난 것이 명확해졌다. 곧 자신을 %q1a. 아버지가 사악한 배틀메이지 제이거 탄에 대해 말한 것이 기억난다, 탄은 정당한 권력자로부터 황좌를 빼앗았고, 누구도 그에에 거역할 수 없었다.[/left] %q2.[/left] 당신이 20살이 된 어느 날, 배달부가 집에 찾아와 한 강대한 영웅이 제이거 탄을 처단하고 정당한 주인이신 황제께 황좌를 돌려드렸다는 소식을 전했다. 여린 마음을 가졌던 아버지는 그 소식에 눈물을 흘렸다. [/left] [/left] 배달부는 이어 임페리얼 시티에서 아주 큰 축하 행사가 있을 것이라고 했으며 탄을 처단하기 위해 비밀스럽게 노력한 모든 이가 초대 되었다고 했다. 배달부가 떠난 후, 당신은 아버지께 축하연 참석을 물어봤다. 아버지는 몸을 돌려 이제 세상으로 나아가 봐야 할 때가 왔다고 했다. 아버지는 당신에게 %q4 그리고 아주 특이한 지팡이를 하나 주며 임페리얼 시티에서 열릴 축하행사로 여행을 보냈다.[/left] [/left] 몇일 간 여행을 거쳐서 제국의 수도인 임페리얼 시티에 거의 도착하게 되었다.
 You noticed a small band of[/left] travelers only a short distance in front of you. As you were[/left] about to hail them they were attacked by brigands who had[/left] been lying in wait in the woods along the road. You rushed[/left] to help the other travelers. As you approached one of the[/left] brigands raised his short sword to strike you. In a natural[/left] reflex, you tried to deflect the blow with the staff your[/left] father gave you. As the sword struck the staff, a great bolt[/left] of lightning erupted from it and both weapons shattered. The[/left] brigands and the travelers all stopped and stared at you.[/left] As the thunder subsided, the brigands ran back into the[/left] woods. You were mobbed by the travelers who thanked you[/left] profusely for saving them, members of the Imperial Family[/left] who had been visiting in the country and were returning to[/left] the Imperial City for the celebrations. They insisted that[/left] you come with them to the palace and have an audience with[/left] the Emperor.[/left] [/left] The Emperor was very impressed by your bravery and knew[/left] your family as loyal supporters of the Empire. He presented[/left] you with %q5. The celebrations continued for weeks,[/left] and the Emperor often called on you for informal talks.[/left] When you were not in audience, you usually spent your time[/left] %q2a.[/left] One night you were called to the Emperor's presence in a[/left] manner such that you knew the business was serious. He[/left] met you in his study and there told you he had a favor[/left] to ask.[/left] [/end]"
4121,"Though your childhood was similar to that of other[/left] %ra children you knew, at age 10, your[/left] father thought you ready to begin learning thieving[/left] skills. You spent many happy hours in his work shop,[/left] practicing initially %q1.[/left] Your skills developed slowly at first, and your father[/left] seemed to have to suppress his impatience at times.[/left] [/left] You applied yourself to your training more diligently[/left] than ever. It gradually became apparent to both you[/left] and your father that while you certainly would[/left] become a competent thief given time, you would never[/left] achieve his level of mastery.[/left] [/left] While you were studying %q3 techniques[/left] with your father, your mother began to teach you, in[/left] her quiet way, the use of magicka. It did not[/left] take long to determine that you had some definite[/left] potential. You discovered that you could use both[/left] sciences together, using the discipline from[/left] your %q3 and %q4[/left] training to accelerate your development of[/left] %q2 spells.[/left] [/left] Your mother introduced you to some unusual, non-human[/left] creatures, mostly %q5.[/left] You learned not only not to fear them, but also some of[/left] their language. One in particular, a female named %fn[/left] took a liking to you and trained you further in spells[/left] of %q6 than your mother ever could.[/left] [/left] One night, your father brought you into his shop, a[/left] serious expression on his face. He explained that an[/left] agent of the Emperor himself had approached the[/left] heads of the local Thieves and Mages Guild. He had told[/left] them that the Emperor had heard rumors of a[/left] %q8 named %bn who was supposed to[/left] have been allied with the imperial traitor Jagar Tharn.[/left] The Emperor dared not act against %bn[/left] without proper evidence to verify his illegal actions.[/left] Your father suggested that, as a pair, you two were just[/left] right for the assignment. Excited about the chance[/left] to impress your father as much as the Emperor's reward,[/left] you agreed at once.[/left] [/left] Some nights later, you and your father broke into[/left] %bn's study and began searching for[/left] evidence of conspiracy. A noise out in the hall[/left] nearly caused you to drop the stack of papers you were[/left] carrying. Quickly, as agreed before, you moved off to the[/left] exit route carrying %bn's materials[/left] while your father headed off to provide a distraction. He[/left] gave you a wink and disappeared. You left the castle, and[/left] followed the escape route to your home.[/left] [/left] There, a portly mage and an Imperial courier examined the[/left] materials, and from their reactions, the evidence damned[/left] %bn. You sat with your mother and[/left] fretfully awaited your father's return. The hours turned[/left] to days, and you numbly realized that you would never see[/left] your father again. The receipt of the Emperor's reward[/left] seemed small consolation for your loss.[/left] [/left] Some weeks later, a letter bearing the Imperial seal[/left] arrived at your house. You were requested in the Imperial[/left] City at once.[/left] [/end]"
4122,"Your parents travelled with a carnival throughout your youth,[/left] so you were exposed to the best and worst of Tamriel. From your[/left] mother you learned how to %q1.[/left] From your father you learned many things -- how to[/left] %q2, to %q3,[/left] and the rudiments of %q4.[/left] All could be used for defense as well as entertainment.[/left] [/left] The years between your tenth and twentieth birthdays are among[/left] the worst Tamriel has ever suffered. The carnival was not such[/left] a happy place, and movement within the land was severely[/left] restricted. Agents of the Emperor would search the countryside[/left] for enemies of the Empire and would question all quite rudely.[/left] You always hoped that such a refugee would make his way to the[/left] carnival, and then one day, one did. When the bedraggled young[/left] man was hidden away, you had your opportunity to have fun with[/left] the Imperial agents. Gleefully, you convinced half of the agents[/left] that you were their commanding officer in disguise and sent[/left] them after the other agents, insisting they were double-[/left] agents. It turned out to be your last prank. You were[/left] shortly after jailed as an enemy of the Emperor.[/left] [/left] When the true Emperor took his throne back from the usurper[/left] Jagar Tharn, all political prisoners, including you, were[/left] released from the dungeons. You and only you were bathed,[/left] dressed in fine clothing, and presented to the Emperor[/left] himself. Emperor Uriel told you that the young man whose[/left] life you saved at the carnival was his own son, the prince[/left] %imp. The Emperor congratulated you on your[/left] ability to charm, confuse, and befuddle and gave you[/left] %q6 as a token of his appreciation.[/left] He also asked you for a special favor.[/left] [/end]"
4123,"You were born to a peasant family in a tiny village in[/left] the %hpw of %hpn. Your parents and older[/left] brothers were hard workers, proud of their strength and[/left] endurance. The only thing big about you was your appetite.[/left] You were of an inquisitive nature. No cupboard, closet, or[/left] drawer was safe from your prying eyes and fingers. You[/left] left no traces, but still your father and brothers beat[/left] you when they caught you. By the time you were eleven,[/left] they no longer caught you. Your mother taught you[/left] %q1 and %q2, but you had no other[/left] schooling and wanted none.[/left] [/left] Once, you climbed the wall of the local %q3[/left] and spied on the young %q3a at practice. When[/left] their equipment was left lying about you took it for your[/left] own. In this way, you acquired a %q3b.[/left] You also adopted a jacket shed by its owner and wore it[/left] proudly about the village.[/left] [/left] One day, you saw some village boys hurling stones and[/left] insults at an old woman named %fn.[/left] Moved by an impulse you did not understand, you flung[/left] rocks back at the boys. They laughed, but as you drew[/left] near, they turned and ran away. You went back to[/left] %fn and offered to see her to her door.[/left] [/left] ""Come inside,"" %fn said. ""I have[/left] something for you."" Her cottage was just one room, with[/left] cats and kittens everywhere. ""Sit down,"" she said,[/left] removing two cats from a stool. ""I'm going to teach you[/left] about %q4.""[/left] [/left] ""Why?"" you asked.[/left] [/left] ""The cats don't need training in %q4,""[/left] %fn said. ""You do. Or will. No matter.""[/left] [/left] Thus your training began. Her hands could no longer[/left] perform, but her mind was still efficacious. You and[/left] %fn became friends, as well as[/left] student and teacher.[/left] [/left] On your sixteenth birthday, she told you that you must[/left] leave. Your little village was too small for someone of[/left] your talents.[/left] [/left] ""What of you?"" you asked.[/left] [/left] ""I also must move on. Perhaps some day you will visit me[/left] in the Iliac Bay? I would like that. Until then, I have[/left] my memories and my cats.""[/left] [/left] On your way to the Imperial City, you stopped in an inn[/left] and heard that the Emperor was to pass the next day.[/left] Instead of sneaking into a room, you spent the night in[/left] a tree beside the road. You wanted to see the Emperor,[/left] later there would always be chances to[/left] %q12.[/left] [/left] The procession was very splendid indeed, but a nearby[/left] rustle drew your attention. A black clad man was[/left] crouching on a limb ten feet beneath you. You gasped[/left] before you could stop yourself, and he twisted around,[/left] bringing his bow to bear on you. With no time to draw a[/left] weapon, you flung yourself at him, and together you[/left] crashed down on the heads below, just as the Emperor's[/left] carriage drew abreast.[/left] [/left] Hands seized you roughly. You felt dizzy and a trail[/left] of fire burned along your left arm. Poison! Then a white[/left] robed elf muttered an incantation over you. Your arm[/left] cooled and your head cleared. The Emperor himself thanked[/left] you and gave you %q5.[/left] [/left] The local folk treated you to drinks and food and[/left] unaccustomed praise. Later you slipped away and found[/left] that in addition to %q5,[/left] the Emperor had handed you a note inviting you to share an[/left] audience with him at the Imperial Palace. You set out[/left] immediately.[/left] [/end]"
4124,"You grew up on the streets, an urchin in your little village[/left] in the %hpw of %hpn. You do not know when you[/left] first learned to %q1 or to %q2 or when[/left] %q3.[/left] You only know that your skills and your philosophy are what[/left] kept you alive and sane during the dark years when Jagar Tharn[/left] usurped the throne of the rightful emperor. Tharn's agents[/left] even searched out your little village, looking for political[/left] dissidents and other undesirables. Those they found[/left] disappeared forever.[/left] [/left] For the benefit of all, an uneasy alliance formed between you[/left] and all the other villagers who were in questionable lines of[/left] work. One night, you witnessed a ragged boy being pursued by[/left] a dozen blackclad agents of Jagar Tharn. You took a shortcut[/left] through the alleys to meet the boy, and it took little effort[/left] to convince him to run with you. The two of you stole into a[/left] concealed cellar and waited for the agents to pass. The boy[/left] was obviously not from the village, and when you asked him[/left] his name, he told you, hesitantly, ""%imp.""[/left] You laughed at his royal sounding name, and he told you very[/left] seriously that he was the son of the rightful ruler of Tamriel[/left] and that an imposter was on the throne. At the time, you[/left] humored his boyish imagination. Now, of course, you know that[/left] he was telling the truth. You told him the best way out of the[/left] village, avoiding the areas frequented by the blackclad ones,[/left] and he told you that when he saw his father again, you would[/left] be properly thanked for that act of kindness.[/left] [/left] Some years later, your luck ran out and you were imprisoned[/left] on the charge of %q4.[/left] You had been in jail for several days when you received a[/left] visitor in the full regalia of an Imperial courier. He told[/left] you that in reward for your service to Prince %imp,[/left] you were granted full pardon and %q5[/left] You were also given a simple, unpretentious letter inviting[/left] you the Imperial City for an audience with the Emperor. You[/left] had your eyes set on a bigger fishpond anyhow, so you went.[/left] [/end]"
4125,"You grew up on a farm and became quite agile from[/left] continually rounding up wandering sheep. One Merchants[/left] Festival, while visiting the village with your family, you[/left] were intrigued with a group of wandering acrobats and decided[/left] that you wanted to become an acrobat yourself. At home you[/left] started practicing even though your parents complained that[/left] you were neglecting your duties. Finally, when you were just[/left] old enough to be called an adult, you ran away from home.[/left] [/left] You never did find that carnival troupe. You wandered to a small[/left] village deep in the %hpw and learned to %q1[/left] and to %q2 and[/left] %q3.[/left] You know that your skills and your philosophy are what[/left] kept you alive and sane during the dark years when Jagar Tharn[/left] usurped the throne of the rightful emperor. Tharn's agents[/left] even searched out that little village, looking for political[/left] dissidents and other undesirables. Those they found[/left] disappeared forever.[/left] [/left] For the benefit of all, an uneasy alliance formed between you[/left] and all the other villagers who were in questionable lines of[/left] work. One night, you witnessed a ragged boy being pursued by[/left] a dozen blackclad agents of Jagar Tharn. You took a shortcut[/left] through the alleys to meet the boy, and it took little effort[/left] to convince him to run with you. The two of you stole into a[/left] concealed cellar and waited for the agents to pass. The boy[/left] was obviously not from the village, and when you asked him[/left] his name, he told you, hesitantly, ""%imp.""[/left] You laughed at his royal sounding name, and he told you very[/left] seriously that he was the son of the rightful ruler of Tamriel[/left] and that an imposter was on the throne. At the time, you[/left] humored his boyish imagination. Now, of course, you know that[/left] he was telling the truth. You told him the best way out of the[/left] village, avoiding the areas frequented by the blackclad ones,[/left] and he told you that when he saw his father again, you would[/left] be properly thanked for that act of kindness.[/left] [/left] Some years later, your luck ran out and you were imprisoned[/left] on the charge of %q4.[/left] You had been in jail for several days when you received a[/left] visitor in the full regalia of an Imperial courier. He told[/left] you that in reward for your service to Prince %imp,[/left] you were granted full pardon and %q5[/left] You were also given a simple, unpretentious letter inviting[/left] you the Imperial City for an audience with the Emperor. You[/left] had your eyes set on a bigger fishpond anyhow, so you went.[/left] [/end]"
